ID,Age,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Label,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
18,-0.8855290503725584,1.1684078668739566,3,1497,3,2,2,3,0.45328055864462313,1,14,3,3,80,2,10,3,3,10,7,0,4,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
19,2.1034711537489303,0.5581283542617285,4,161,2,3,1,2,-0.32263370208613973,9,18,3,1,80,3,7,2,3,5,4,4,3,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
20,0.8857303298475832,0.06990474417194607,2,544,1,3,1,4,-0.8125396435757026,3,21,4,4,80,2,8,3,2,2,2,0,2,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
21,0.9964340411113419,-1.0285983785300645,4,288,4,3,3,1,0.6179262973175988,7,16,3,3,80,1,17,3,3,4,2,0,3,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
22,0.2215080622650301,0.06990474417194607,1,1800,3,3,3,3,1.4810433912888166,7,21,4,3,80,0,9,3,3,4,3,2,2,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
23,1.660656308693895,-0.7844865734851733,4,776,3,2,4,1,2.200731980952133,1,11,3,1,80,0,34,3,4,34,6,1,16,0,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
24,-0.5534179165812818,-1.0285983785300645,3,951,3,2,1,2,-0.8808591382312415,6,20,4,3,80,0,5,3,3,3,0,0,2,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
25,0.9964340411113419,1.046351964351511,1,624,1,3,3,3,0.8578932179865878,5,11,3,4,80,0,28,3,2,2,2,1,2,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
26,-0.9962327616363171,0.9242960618290653,2,536,3,3,2,1,-0.4085635012646902,1,12,3,4,80,1,10,2,3,10,0,1,8,0,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
27,-0.8855290503725584,1.656631476963739,2,824,3,4,1,3,-0.8027797157677685,1,24,4,3,80,1,10,3,3,10,7,0,7,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
28,0.2215080622650301,1.7786873794861846,1,2056,2,2,4,4,1.1770004228373037,0,11,3,1,80,1,21,2,2,20,9,9,6,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
29,-0.4427142053175229,-0.05215115835049954,3,1238,1,3,1,4,-0.7855937559320585,0,13,3,2,80,1,15,5,3,14,10,4,10,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
30,0.11080435100127126,-0.7844865734851733,3,307,1,3,3,3,0.8752913501659486,0,12,3,3,80,2,17,6,2,16,10,5,13,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
31,-1.106936472900076,-0.540374768440282,2,1850,4,3,1,4,-0.8708870380796566,0,14,3,3,80,0,6,3,2,5,4,0,2,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
32,-1.9925661630101468,-1.0285983785300645,1,235,3,1,1,1,-0.8823443446367967,0,21,4,1,80,0,1,5,4,0,0,0,0,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
33,1.8820637312214128,0.9242960618290653,3,1013,3,3,3,3,0.9028737548405451,8,11,3,3,80,1,22,2,3,10,7,0,8,0,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
34,1.7713600199576538,1.656631476963739,4,901,4,3,4,4,1.6531151619895683,6,18,3,3,80,0,33,0,3,12,9,3,8,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
35,-0.4427142053175229,-0.17420706087294516,1,1044,2,2,1,4,-0.8787374147947341,0,19,3,4,80,0,3,2,2,2,2,2,2,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
36,-0.8855290503725584,-0.9065424760076188,3,366,1,2,2,2,0.034028007590757275,2,19,3,2,80,2,10,2,3,0,0,0,0,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
37,-0.4427142053175229,-0.7844865734851733,3,702,1,3,1,1,-0.6652920370820878,1,11,3,1,80,0,10,3,3,10,8,9,7,1,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True
38,0.5536191960563066,2.3889668920984124,3,836,2,3,2,2,-0.43487287187738216,1,13,3,4,80,1,10,3,2,9,8,7,8,0,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
39,-0.3320104940537641,0.06990474417194607,4,1597,4,2,2,3,-0.30141646772106556,1,14,3,2,80,1,8,3,2,8,2,7,7,0,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
40,0.5536191960563066,-0.540374768440282,2,1029,4,3,5,3,2.5077453622147563,6,13,3,2,80,0,21,3,4,1,0,0,0,0,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
41,-1.217640184163835,-1.0285983785300645,3,476,3,3,2,3,-0.2519803116504427,1,17,3,2,80,1,8,3,3,8,7,7,7,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
42,1.9927674424851716,-1.0285983785300645,4,1424,2,4,4,4,1.7500779230379573,2,13,3,4,80,2,31,4,4,7,7,0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
43,1.4392488861663773,-1.0285983785300645,4,2044,2,3,2,3,0.05185048445741959,7,12,3,4,80,2,12,3,3,6,3,0,1,1,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
44,0.0001006397375124165,-0.29626296339539077,4,1885,4,3,2,1,-0.46669872342499347,5,22,4,3,80,1,16,2,3,5,3,0,4,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
45,0.8857303298475832,2.0227991845310758,3,1612,1,2,2,1,-0.4452693167162685,1,15,3,1,80,1,10,2,3,10,7,4,5,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
46,0.6643229073200655,0.6801842567841742,3,754,4,2,2,4,0.06797558257487597,3,18,3,3,80,1,7,5,3,2,2,2,2,0,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
47,0.2215080622650301,-0.540374768440282,3,42,4,3,2,4,-0.9330535347693241,3,14,3,3,80,1,19,6,4,1,0,0,0,1,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
48,0.11080435100127126,-0.9065424760076188,2,1125,4,3,3,2,0.18403385455183174,7,16,3,3,80,0,10,2,3,1,0,0,0,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
49,-0.6641216278450406,-1.0285983785300645,4,95,3,3,1,2,-0.8450020121542662,1,17,3,2,80,0,1,4,3,1,1,1,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
50,1.5499525974301362,-1.0285983785300645,3,353,3,3,1,4,-0.7978997518638015,1,11,3,2,80,0,1,0,2,1,0,0,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
51,-0.11060307152624642,-1.0285983785300645,3,1237,3,1,3,1,0.7995458234826338,2,21,4,3,80,1,17,2,3,7,7,7,7,0,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
52,0.2215080622650301,-0.41831886591783635,1,2062,4,2,3,1,0.7441688417897903,4,15,3,1,80,1,9,5,3,7,7,1,7,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
53,-0.5534179165812818,1.7786873794861846,4,772,1,3,2,4,-0.2492220711829831,1,15,3,4,80,2,10,2,3,10,8,4,7,0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
54,-1.106936472900076,-0.17420706087294516,3,1647,2,4,1,3,-0.6294349110051125,7,17,3,1,80,0,5,0,3,3,2,0,2,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
55,0.2215080622650301,-0.05215115835049954,3,2022,4,3,5,4,2.7470757658527933,2,13,3,3,80,0,21,3,2,6,0,1,3,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
56,-0.3320104940537641,-0.29626296339539077,4,1577,1,3,1,4,-0.7450688382947668,1,13,3,3,80,0,1,4,1,1,0,0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
57,-0.3320104940537641,2.144855087053521,2,247,4,3,1,2,-0.8853147574479071,2,15,3,4,80,0,9,3,3,3,2,1,2,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
58,0.6643229073200655,0.8022401593066197,3,327,4,3,4,4,2.0326914847807456,5,22,4,3,80,1,22,3,3,17,13,1,9,0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
59,-0.6641216278450406,-0.9065424760076188,4,1721,2,3,1,3,-0.6379218047511421,1,14,3,4,80,1,6,2,4,5,2,0,3,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
60,-0.6641216278450406,-0.41831886591783635,4,163,2,1,2,3,-0.06611733861239287,4,18,3,2,80,0,12,3,2,7,7,7,7,1,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
61,0.11080435100127126,-1.0285983785300645,4,724,2,4,2,4,0.24216907671213503,0,13,3,3,80,0,10,4,2,9,7,1,8,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
62,-0.11060307152624642,-1.0285983785300645,5,479,4,3,2,4,0.03593755868361395,4,15,3,2,80,0,7,6,3,1,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
63,0.5536191960563066,1.7786873794861846,3,605,4,3,3,1,0.19570333345262256,1,21,4,4,80,1,10,5,2,10,9,5,8,0,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
64,0.6643229073200655,2.0227991845310758,2,158,3,3,4,4,2.2225857323481595,1,12,3,4,80,2,25,3,4,25,12,4,12,0,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
65,-0.11060307152624642,-0.7844865734851733,4,481,1,2,3,4,0.6822145174437736,4,11,3,1,80,1,16,2,3,13,9,1,12,0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
66,1.5499525974301362,-0.6624306709627276,4,1081,1,3,1,3,-0.8534889059002958,9,12,3,3,80,3,18,2,4,10,0,2,7,1,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
67,1.5499525974301362,-0.9065424760076188,3,1391,2,3,3,2,0.8725331096984891,2,11,3,2,80,0,14,5,3,4,2,3,2,0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
68,-0.4427142053175229,-0.41831886591783635,3,692,3,3,2,4,0.2633863110772092,3,23,4,3,80,1,15,2,1,13,11,4,7,0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
69,-1.3283438954275937,-0.9065424760076188,3,1987,3,3,1,2,-0.9116241280605991,4,14,3,3,80,0,6,3,3,2,0,1,2,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
70,-0.4427142053175229,0.06990474417194607,3,446,2,2,2,4,-0.3822541306519982,3,14,3,3,80,0,9,6,2,7,7,0,1,0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
71,0.5536191960563066,0.4360724517392829,3,1803,2,4,2,1,-0.2006346044869632,5,18,3,3,80,2,10,2,2,0,0,0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
72,-1.8818624517463878,-0.9065424760076188,3,1657,3,3,1,3,-0.7851694112447569,1,19,3,1,80,0,2,3,3,2,2,2,2,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
73,0.5536191960563066,-0.9065424760076188,1,470,3,3,1,3,-0.8036284051423715,0,11,3,3,80,1,4,5,3,3,2,1,0,0,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True
74,0.4429154847925478,-0.7844865734851733,3,2037,3,2,2,2,0.5207513639255591,2,11,3,3,80,1,14,5,3,5,4,0,4,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
75,-1.106936472900076,-0.540374768440282,1,844,3,2,3,4,1.34185833385393,1,16,3,2,80,1,9,3,3,9,8,0,8,0,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True
76,-0.7748253391087995,-1.0285983785300645,1,104,4,2,2,4,-0.28804961007106883,1,12,3,3,80,2,10,1,2,10,8,3,0,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
77,-0.7748253391087995,-0.540374768440282,4,861,2,2,1,4,-0.5776648591543314,9,12,3,2,80,1,10,3,2,5,4,0,3,0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
78,0.0001006397375124165,-0.9065424760076188,2,4,4,2,1,3,-0.932204845394721,6,15,3,2,80,0,7,3,3,0,0,0,0,1,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
79,-1.4390476066913525,1.4125196719188478,2,1551,3,2,1,1,-0.8884973426026682,0,14,3,2,80,3,2,3,3,1,1,0,0,0,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
80,0.11080435100127126,2.3889668920984124,3,273,4,3,2,4,-0.04723400002747685,3,18,3,1,80,1,9,3,1,7,7,1,7,0,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False
81,2.1034711537489303,-0.17420706087294516,4,1338,4,3,5,2,2.8077570561369054,6,14,3,1,80,0,36,4,3,7,3,7,7,0,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
82,-0.5534179165812818,-0.6624306709627276,3,830,3,2,2,3,-0.06823906204890029,1,12,3,3,80,1,14,3,3,14,13,6,8,0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
83,-0.7748253391087995,-0.9065424760076188,1,508,3,3,1,2,-0.8503063207455347,1,18,3,1,80,1,1,3,3,1,0,0,0,0,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
84,0.11080435100127126,-0.05215115835049954,2,245,3,3,1,4,-0.8901947213518742,1,12,3,3,80,0,2,3,3,2,2,2,1,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
85,-1.3283438954275937,1.046351964351511,1,1399,1,4,2,3,-0.05338699799334836,2,11,3,2,80,0,6,3,2,3,2,1,2,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
86,0.2215080622650301,-1.0285983785300645,3,1737,4,3,2,4,-0.002465635517170322,1,15,3,4,80,1,9,2,3,9,8,5,8,0,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
87,2.435582287540207,1.9007432820086303,3,81,1,3,3,1,0.24471514483594392,7,11,3,4,80,0,28,3,2,21,16,7,9,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
88,-0.7748253391087995,-0.17420706087294516,2,982,3,3,3,3,0.16557486065421723,5,11,3,1,80,1,10,2,4,8,4,7,7,0,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
89,2.1034711537489303,-0.41831886591783635,3,532,3,4,4,1,1.4275759606888296,9,11,3,4,80,3,36,0,2,7,7,7,7,0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
90,-0.9962327616363171,-0.540374768440282,4,916,1,3,2,4,-0.33430318098693057,1,14,3,2,80,0,4,3,3,4,2,0,2,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
91,0.11080435100127126,-0.41831886591783635,4,1997,1,2,2,3,-0.24667600305917417,2,11,3,4,80,1,10,1,3,8,3,7,7,0,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
92,-0.9962327616363171,-0.05215115835049954,4,498,2,3,2,4,-0.26110372242742463,1,16,3,4,80,0,7,1,3,7,5,0,7,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
93,-1.9925661630101468,-0.9065424760076188,3,243,2,2,1,4,-1.141831120921654,1,22,4,3,80,0,1,3,2,1,0,1,0,1,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
94,-0.3320104940537641,-0.29626296339539077,4,28,1,3,3,2,1.1691500461222262,0,11,3,3,80,0,13,4,3,12,6,2,11,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
95,1.5499525974301362,-0.29626296339539077,4,211,2,2,2,3,-0.07460423235842255,2,17,3,3,80,0,10,2,3,1,0,0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
96,-0.5534179165812818,0.06990474417194607,3,1720,1,3,1,3,-0.6472573878717748,6,13,3,1,80,1,10,3,2,5,2,1,3,0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
97,-0.22130678279000526,-1.0285983785300645,4,2052,3,1,1,4,-0.7440079765765131,1,12,3,4,80,1,4,5,3,4,3,1,1,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
98,2.435582287540207,-0.9065424760076188,4,140,3,2,5,4,2.622530600129808,9,21,4,4,80,1,30,3,3,3,2,2,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
99,-0.7748253391087995,0.06990474417194607,3,1816,1,3,3,3,0.6754250024469498,9,14,3,2,80,0,9,3,3,7,7,0,2,0,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
100,-0.8855290503725584,-0.6624306709627276,3,1762,4,2,1,1,-0.928173570865357,1,13,3,3,80,1,1,2,3,1,0,0,0,0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
101,1.660656308693895,-0.6624306709627276,2,546,4,3,4,4,2.1368681055132597,2,13,3,4,80,0,31,2,1,5,2,1,4,0,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
102,-0.11060307152624642,-0.7844865734851733,2,238,4,3,1,2,-0.9326291900820225,4,12,3,3,80,0,13,3,2,8,7,7,2,0,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
103,-0.8855290503725584,0.4360724517392829,2,2053,4,2,2,2,-0.5216513604305356,4,13,3,1,80,1,10,2,3,4,3,0,3,0,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True
104,-0.22130678279000526,1.046351964351511,5,1621,2,4,2,1,-0.270651477891708,1,11,3,4,80,0,16,2,3,16,15,1,10,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
105,-1.3283438954275937,1.7786873794861846,1,1273,3,1,1,4,-1.1384363634232422,1,14,3,4,80,0,1,4,3,1,0,1,0,1,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True
106,1.8820637312214128,1.1684078668739566,4,799,4,3,2,1,-0.2118797387004525,9,11,3,2,80,2,9,4,3,5,3,1,4,0,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
107,-0.5534179165812818,-0.29626296339539077,3,420,4,2,2,3,-0.21209191104410327,1,14,3,3,80,1,13,3,2,13,8,4,8,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
108,1.660656308693895,-0.9065424760076188,4,329,1,2,5,3,2.670057205107574,1,18,3,4,80,0,33,2,4,33,7,15,12,0,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True
109,-0.6641216278450406,-0.05215115835049954,1,581,3,3,3,2,0.8835660715683276,1,25,4,4,80,1,13,6,4,13,8,0,8,0,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
110,-1.9925661630101468,0.06990474417194607,3,1248,1,2,1,2,-0.9812166567780424,1,25,4,2,80,0,1,2,4,1,1,0,0,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True
111,-0.22130678279000526,-0.17420706087294516,4,805,1,3,1,4,-0.8299377757550634,1,16,3,2,80,1,3,1,2,3,2,0,2,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
112,-1.106936472900076,0.6801842567841742,3,1870,4,2,1,1,-0.36273427503613,0,19,3,4,80,1,8,2,2,7,6,7,3,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
113,-1.217640184163835,1.7786873794861846,3,622,3,1,1,4,-0.8791617594820356,1,18,3,2,80,0,1,3,1,1,0,0,0,1,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True
114,-0.9962327616363171,0.6801842567841742,2,1102,1,3,1,3,-0.9073806811875843,1,16,3,4,80,1,4,5,2,4,2,2,2,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
115,2.1034711537489303,1.7786873794861846,2,1907,1,3,1,4,-0.8267551906003023,1,16,3,4,80,0,5,3,3,4,2,1,0,1,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
